PST_ROOK_O+0.50	=	1,	2334,	96,	34,	156,	0.21794871794871795
PST_KNIGHT_O-0.50	=	2,	2333,	76,	33,	149,	0.2214765100671141
PST_ROOK_O-0.50	=	3,	2330,	82,	30,	138,	0.21739130434782608
ORG	=	4,	2326,	78,	26,	142,	0.18309859154929578
PST_KING_E-0.50	=	5,	2322,	74,	22,	116,	0.1896551724137931
PST_BISHOP_O+0.50	=	6,	2322,	74,	22,	130,	0.16923076923076924
PST_QUEEN_E-0.50	=	7,	2322,	80,	22,	150,	0.14666666666666667
PST_PAWN_O+0.50	=	8,	2319,	82,	19,	143,	0.13286713286713286
MATERIAL_ROOK_E+0.50	=	9,	2316,	74,	16,	144,	0.1111111111111111
PST_KING_E+0.50	=	10,	2316,	74,	16,	104,	0.15384615384615385
MATERIAL_PAWN_E-0.50	=	11,	2312,	76,	12,	118,	0.1016949152542373
MATERIAL_BISHOP_O-0.50	=	12,	2311,	76,	11,	153,	0.0718954248366013
PST_PAWN_O-0.50	=	13,	2311,	76,	11,	117,	0.09401709401709402
PST_KNIGHT_E+0.50	=	14,	2311,	76,	11,	119,	0.09243697478991597
PST_QUEEN_E+0.50	=	15,	2308,	74,	8,	130,	0.06153846153846154
MATERIAL_ROOK_O+0.50	=	16,	2307,	76,	7,	141,	0.04964539007092199
PST_KING_O+0.50	=	17,	2303,	74,	3,	157,	0.01910828025477707
MATERIAL_KNIGHT_E+0.50	=	18,	2301,	78,	1,	125,	0.0080
PST_KNIGHT_O+0.50	=	19,	2301,	74,	1,	141,	0.0070921985815602835
PST_BISHOP_E-0.50	=	20,	2301,	76,	1,	115,	0.008695652173913044
MATERIAL_BISHOP_O+0.50	=	21,	2300,	74,	0,	126,	0.0
MATERIAL_PAWN_O-0.50	=	22,	2299,	74,	-1,	127,	-0.007874015748031496
PST_QUEEN_O-0.50	=	23,	2299,	74,	-1,	131,	-0.007633587786259542
PST_KING_O-0.50	=	24,	2297,	74,	-3,	131,	-0.022900763358778626
PST_KNIGHT_E-0.50	=	25,	2297,	74,	-3,	109,	-0.027522935779816515
PST_BISHOP_O-0.50	=	26,	2295,	74,	-5,	117,	-0.042735042735042736
MATERIAL_BISHOP_E+0.50	=	27,	2294,	74,	-6,	128,	-0.046875
MATERIAL_QUEEN_E-0.50	=	28,	2291,	78,	-9,	159,	-0.05660377358490566
MATERIAL_KNIGHT_E-0.50	=	29,	2289,	74,	-11,	129,	-0.08527131782945736
MATERIAL_QUEEN_O-0.50	=	30,	2288,	76,	-12,	150,	-0.08
MATERIAL_QUEEN_E+0.50	=	31,	2288,	74,	-12,	140,	-0.08571428571428572
PST_QUEEN_O+0.50	=	32,	2288,	74,	-12,	114,	-0.10526315789473684
MATERIAL_PAWN_E+0.50	=	33,	2287,	76,	-13,	109,	-0.11926605504587157
MATERIAL_ROOK_O-0.50	=	34,	2287,	76,	-13,	139,	-0.09352517985611511
PST_BISHOP_E+0.50	=	35,	2284,	74,	-16,	138,	-0.11594202898550725
MATERIAL_PAWN_O+0.50	=	36,	2282,	74,	-18,	140,	-0.12857142857142856
MATERIAL_KNIGHT_O+0.50	=	37,	2279,	76,	-21,	141,	-0.14893617021276595
MATERIAL_BISHOP_E-0.50	=	38,	2278,	74,	-22,	128,	-0.171875
MATERIAL_QUEEN_O+0.50	=	39,	2274,	74,	-26,	120,	-0.21666666666666667
MATERIAL_KNIGHT_O-0.50	=	40,	2271,	74,	-29,	157,	-0.18471337579617833
MATERIAL_ROOK_E-0.50	=	41,	2227,	74,	-73,	161,	-0.453416149068323
