MTD_org	=	1,	2347,	126,	47,	181,	0.2596685082872928
LKG	=	2,	2344,	100,	44,	172,	0.2558139534883721
nonpv_qsearch_optimization_tpt_scores	=	3,	2322,	86,	22,	152,	0.14473684210526316
nonpv_qsearch_use_queen_material_margin	=	4,	2321,	86,	21,	155,	0.13548387096774195
pv_qsearch_pruning_mate_distance	=	5,	2319,	88,	19,	167,	0.11377245508982035
nonpv_reduction_lmr1_4	=	6,	2319,	86,	19,	143,	0.13286713286713286
pv_qsearch_move_checks	=	7,	2318,	86,	18,	140,	0.12857142857142856
pv_reduction_lmr1_7	=	8,	2316,	86,	16,	142,	0.11267605633802817
pv_optimization_tpt_scores	=	9,	2308,	86,	8,	126,	0.06349206349206349
pv_reduction_lmr1_4	=	10,	2308,	86,	8,	116,	0.06896551724137931
pv_qsearch_optimization_tpt_scores	=	11,	2308,	84,	8,	130,	0.06153846153846154
nonpv_optimization_tpt_scores	=	12,	2308,	86,	8,	132,	0.06060606060606061
nonpv_reduction_lmr1_6	=	13,	2307,	86,	7,	147,	0.047619047619047616
pv_reduction_lmr1_1	=	14,	2306,	86,	6,	136,	0.04411764705882353
pv_reduction_lmr1_3	=	15,	2306,	90,	6,	134,	0.04477611940298507
pv_pruning_mate_distance_true	=	16,	2305,	86,	5,	135,	0.037037037037037035
nonpv_pruning_null_move_true	=	17,	2305,	86,	5,	119,	0.04201680672268908
nonpv_reduction_too_good_scores	=	18,	2304,	86,	4,	152,	0.02631578947368421
nonpv_reduction_lmr1_3	=	19,	2304,	86,	4,	144,	0.027777777777777776
nonpv_qsearch_move_checks	=	20,	2301,	86,	1,	151,	0.006622516556291391
nonpv_pruning_mate_distance_true	=	21,	2300,	86,	0,	136,	0.0
nonpv_reduction_lmr1_5	=	22,	2297,	88,	-3,	145,	-0.020689655172413793
nonpv_qsearch_store_tpt_scores	=	23,	2297,	88,	-3,	115,	-0.02608695652173913
nonpv_reduction_lmr1_7	=	24,	2296,	86,	-4,	146,	-0.0273972602739726
pv_reduction_lmr1_6	=	25,	2292,	86,	-8,	146,	-0.0547945205479452
pv_pruning_null_move_true	=	26,	2291,	86,	-9,	125,	-0.072
pv_qsearch_use_queen_material_margin	=	27,	2291,	86,	-9,	163,	-0.05521472392638037
nonpv_qsearch_use_see	=	28,	2291,	86,	-9,	159,	-0.05660377358490566
nonpv_reduction_lmr1_2	=	29,	2290,	86,	-10,	160,	-0.0625
pv_reduction_lmr1_5	=	30,	2288,	86,	-12,	134,	-0.08955223880597014
pv_qsearch_store_tpt_scores	=	31,	2288,	88,	-12,	140,	-0.08571428571428572
nonpv_qsearch_pruning_mate_distance	=	32,	2287,	86,	-13,	115,	-0.11304347826086956
pv_qsearch_use_see	=	33,	2275,	86,	-25,	131,	-0.19083969465648856
LKG2	=	34,	2264,	86,	-36,	150,	-0.24
LKG1	=	35,	2260,	90,	-40,	136,	-0.29411764705882354
LKG0	=	36,	2217,	86,	-83,	151,	-0.5496688741721855
