MTD_org	=	1,	2382,	72,	82,	134,	0.6119402985074627
pv_reduction_lmr1_5	=	2,	2326,	48,	26,	78,	0.3333333333333333
nonpv_reduction_lmr1_1	=	3,	2322,	50,	22,	84,	0.2619047619047619
nonpv_reduction_lmr1_3	=	4,	2319,	48,	19,	87,	0.21839080459770116
pv_reduction_lmr1_1	=	5,	2317,	48,	17,	71,	0.23943661971830985
nonpv_reduction_lmr1_5	=	6,	2317,	48,	17,	69,	0.2463768115942029
pv_qsearch_use_queen_material_margin	=	7,	2316,	48,	16,	70,	0.22857142857142856
nonpv_qsearch_use_queen_material_margin	=	8,	2315,	48,	15,	81,	0.18518518518518517
pv_reduction_lmr1_3	=	9,	2314,	46,	14,	84,	0.16666666666666666
pv_qsearch_pruning_mate_distance	=	10,	2308,	46,	8,	76,	0.10526315789473684
pv_qsearch_optimization_tpt_scores	=	11,	2308,	46,	8,	56,	0.14285714285714285
nonpv_qsearch_optimization_tpt_scores	=	12,	2308,	46,	8,	88,	0.09090909090909091
LKG4	=	13,	2306,	46,	6,	74,	0.08108108108108109
pv_pruning_mate_distance_true	=	14,	2306,	48,	6,	76,	0.07894736842105263
LKG	=	15,	2304,	48,	4,	78,	0.05128205128205128
LKG5	=	16,	2304,	46,	4,	70,	0.05714285714285714
nonpv_qsearch_store_tpt_scores	=	17,	2302,	46,	2,	78,	0.02564102564102564
pv_pruning_null_move_true	=	18,	2301,	48,	1,	81,	0.012345679012345678
nonpv_reduction_lmr1_4	=	19,	2301,	46,	1,	65,	0.015384615384615385
nonpv_qsearch_move_checks	=	20,	2301,	48,	1,	89,	0.011235955056179775
pv_qsearch_move_checks	=	21,	2300,	48,	0,	64,	0.0
nonpv_pruning_mate_distance_true	=	22,	2300,	48,	0,	88,	0.0
nonpv_reduction_lmr1_2	=	23,	2300,	48,	0,	68,	0.0
nonpv_pruning_null_move_true	=	24,	2298,	46,	-2,	64,	-0.03125
nonpv_qsearch_pruning_mate_distance	=	25,	2297,	46,	-3,	65,	-0.046153846153846156
pv_reduction_lmr1_4	=	26,	2296,	46,	-4,	66,	-0.06060606060606061
pv_optimization_tpt_scores	=	27,	2295,	50,	-5,	83,	-0.060240963855421686
nonpv_reduction_too_good_scores	=	28,	2295,	46,	-5,	69,	-0.07246376811594203
nonpv_optimization_tpt_scores	=	29,	2295,	48,	-5,	73,	-0.0684931506849315
pv_reduction_lmr1_6	=	30,	2293,	48,	-7,	67,	-0.1044776119402985
pv_qsearch_use_see	=	31,	2291,	46,	-9,	95,	-0.09473684210526316
pv_qsearch_store_tpt_scores	=	32,	2290,	46,	-10,	76,	-0.13157894736842105
nonpv_reduction_lmr1_7	=	33,	2289,	46,	-11,	67,	-0.16417910447761194
nonpv_qsearch_use_see	=	34,	2286,	46,	-14,	66,	-0.21212121212121213
LKG3	=	35,	2285,	46,	-15,	71,	-0.2112676056338028
pv_reduction_lmr1_7	=	36,	2285,	46,	-15,	63,	-0.23809523809523808
nonpv_pruning_futility	=	37,	2284,	46,	-16,	62,	-0.25806451612903225
LKG2	=	38,	2261,	46,	-39,	69,	-0.5652173913043478
LKG1	=	39,	2253,	48,	-47,	95,	-0.49473684210526314
LKG0	=	40,	2230,	48,	-70,	80,	-0.875
