PST_PAWN_O+0.25	=	1,	2326,	64,	26,	94,	0.2765957446808511
PST_KING_O-0.25	=	2,	2323,	80,	23,	141,	0.16312056737588654
PST_KNIGHT_O+0.25	=	3,	2319,	60,	19,	93,	0.20430107526881722
PST_ROOK_O+0.25	=	4,	2318,	68,	18,	120,	0.15
MATERIAL_BISHOP_O+0.25	=	5,	2317,	62,	17,	111,	0.15315315315315314
MATERIAL_QUEEN_E+0.25	=	6,	2317,	62,	17,	93,	0.1827956989247312
PST_QUEEN_E+0.25	=	7,	2316,	60,	16,	108,	0.14814814814814814
MATERIAL_QUEEN_O+0.25	=	8,	2314,	60,	14,	114,	0.12280701754385964
MATERIAL_KNIGHT_E+0.25	=	9,	2313,	62,	13,	97,	0.13402061855670103
PST_BISHOP_O-0.25	=	10,	2313,	60,	13,	105,	0.12380952380952381
MATERIAL_QUEEN_O-0.25	=	11,	2312,	60,	12,	102,	0.11764705882352941
PST_KNIGHT_O-0.25	=	12,	2311,	60,	11,	85,	0.12941176470588237
PST_PAWN_O-0.25	=	13,	2310,	62,	10,	110,	0.09090909090909091
PST_KING_E+0.25	=	14,	2309,	64,	9,	101,	0.0891089108910891
PST_BISHOP_E-0.25	=	15,	2309,	66,	9,	81,	0.1111111111111111
ORG	=	16,	2307,	72,	7,	115,	0.06086956521739131
MATERIAL_ROOK_O-0.25	=	17,	2305,	60,	5,	109,	0.045871559633027525
PST_ROOK_O-0.25	=	18,	2305,	60,	5,	127,	0.03937007874015748
PST_KING_O+0.25	=	19,	2304,	60,	4,	116,	0.034482758620689655
PST_BISHOP_E+0.25	=	20,	2303,	60,	3,	83,	0.03614457831325301
MATERIAL_PAWN_E-0.25	=	21,	2302,	64,	2,	110,	0.01818181818181818
MATERIAL_ROOK_O+0.25	=	22,	2302,	60,	2,	86,	0.023255813953488372
LKG0	=	23,	2301,	60,	1,	109,	0.009174311926605505
PST_BISHOP_O+0.25	=	24,	2298,	62,	-2,	122,	-0.01639344262295082
MATERIAL_ROOK_E+0.25	=	25,	2297,	60,	-3,	103,	-0.02912621359223301
PST_KING_E-0.25	=	26,	2297,	60,	-3,	115,	-0.02608695652173913
PST_QUEEN_O+0.25	=	27,	2297,	60,	-3,	105,	-0.02857142857142857
MATERIAL_PAWN_O-0.25	=	28,	2296,	60,	-4,	98,	-0.04081632653061224
MATERIAL_BISHOP_E+0.25	=	29,	2293,	62,	-7,	113,	-0.061946902654867256
PST_KNIGHT_E-0.25	=	30,	2293,	60,	-7,	97,	-0.07216494845360824
MATERIAL_BISHOP_O-0.25	=	31,	2292,	62,	-8,	122,	-0.06557377049180328
MATERIAL_ROOK_E-0.25	=	32,	2291,	60,	-9,	81,	-0.1111111111111111
PST_QUEEN_O-0.25	=	33,	2291,	62,	-9,	107,	-0.08411214953271028
MATERIAL_QUEEN_E-0.25	=	34,	2290,	62,	-10,	98,	-0.10204081632653061
MATERIAL_PAWN_E+0.25	=	35,	2288,	62,	-12,	98,	-0.12244897959183673
MATERIAL_KNIGHT_O+0.25	=	36,	2288,	60,	-12,	110,	-0.10909090909090909
MATERIAL_PAWN_O+0.25	=	37,	2284,	60,	-16,	124,	-0.12903225806451613
PST_KNIGHT_E+0.25	=	38,	2282,	62,	-18,	94,	-0.19148936170212766
PST_QUEEN_E-0.25	=	39,	2272,	60,	-28,	112,	-0.25
MATERIAL_KNIGHT_O-0.25	=	40,	2265,	60,	-35,	75,	-0.4666666666666667
MATERIAL_KNIGHT_E-0.25	=	41,	2265,	60,	-35,	105,	-0.3333333333333333
MATERIAL_BISHOP_E-0.25	=	42,	2265,	60,	-35,	125,	-0.28
